<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01.09.2020,18:43:00,110997,115226,108000,110195,59
01.09.2020,18:44:00,112992,115258,107921,114269,23
01.09.2020,18:45:00,113592,115279,107916,108993,92
01.09.2020,18:46:00,112801,115291,107924,108209,94
01.09.2020,18:47:00,110988,115295,108145,109860,65
01.09.2020,18:48:00,112372,115297,107955,110150,1
01.09.2020,18:49:00,111030,115178,108138,113771,12
01.09.2020,18:50:00,114210,114681,107916,107916,61
01.09.2020,18:51:00,112027,115296,107906,112098,52
01.09.2020,18:52:00,114778,115035,107918,114393,32
01.09.2020,18:53:00,109963,115266,107977,110677,43
01.09.2020,18:54:00,111586,115197,107974,109090,82
01.09.2020,18:55:00,112395,114955,107961,110309,46
01.09.2020,18:56:00,114002,115154,107946,113241,11
01.09.2020,18:57:00,112413,115151,108278,108408,60
01.09.2020,18:58:00,115266,115266,107947,114531,42
01.09.2020,18:59:00,115236,115236,107984,110545,44
01.09.2020,19:00:00,115133,115133,107922,108724,31
01.09.2020,19:01:00,113908,115298,107960,110522,71
01.09.2020,19:02:00,112692,115201,107912,112642,33
01.09.2020,19:03:00,110320,115237,108065,110871,81
01.09.2020,19:04:00,113939,115201,107989,108961,87
01.09.2020,19:05:00,110322,115292,107946,111916,23
01.09.2020,19:06:00,112970,115210,107914,110128,90
01.09.2020,19:07:00,110237,115118,107934,114029,71
01.09.2020,19:08:00,114686,115106,108111,113207,21
01.09.2020,19:09:00,114821,115215,107984,110601,8
01.09.2020,19:10:00,114084,115207,107940,108177,97
01.09.2020,19:11:00,108318,115175,108318,108779,6
01.09.2020,19:12:00,109033,115124,108115,112102,43
01.09.2020,19:13:00,109439,115217,107901,111413,48
01.09.2020,19:14:00,112005,115264,108003,109076,63
01.09.2020,19:15:00,113825,115278,108066,109454,79
01.09.2020,19:16:00,112377,115177,108038,109931,72
01.09.2020,19:17:00,110928,115267,108263,111060,89
01.09.2020,19:18:00,112130,115135,108061,111636,2
01.09.2020,19:19:00,108936,115097,108037,111899,37
01.09.2020,19:20:00,109024,115222,108186,110106,62
01.09.2020,19:21:00,112367,115211,107936,112999,75
01.09.2020,19:22:00,110748,115263,108054,109820,94
01.09.2020,19:23:00,110634,115175,107908,109233,22
01.09.2020,19:24:00,114278,115283,107929,109500,15
01.09.2020,19:25:00,112238,114860,107959,110544,73
01.09.2020,19:26:00,112275,115284,107996,108230,26
01.09.2020,19:27:00,112783,115234,108161,108787,28
01.09.2020,19:28:00,113957,115146,107916,113858,6
01.09.2020,19:29:00,113553,115122,108010,115043,93
01.09.2020,19:30:00,111808,115233,107914,108171,4
01.09.2020,19:31:00,115156,115156,108390,108667,71
01.09.2020,19:32:00,112589,115108,107905,108825,50
01.09.2020,19:33:00,114625,115124,107901,111559,84
01.09.2020,19:34:00,112831,115294,108087,109082,81
01.09.2020,19:35:00,114217,115178,107923,114891,29
01.09.2020,19:36:00,112880,115244,108110,112809,77
01.09.2020,19:38:00,109770,115232,107929,107929,19
01.09.2020,19:39:00,111826,114906,108021,108855,39
01.09.2020,19:40:00,108036,115073,108034,113323,84
01.09.2020,19:41:00,108751,115247,108246,114464,56
01.09.2020,19:42:00,108848,115214,107914,112818,73
01.09.2020,19:43:00,109089,115173,108553,110103,2
01.09.2020,19:44:00,112814,115047,107909,107909,35
01.09.2020,19:45:00,112304,115291,108056,109783,68
01.09.2020,19:46:00,108949,115241,108028,111159,80
01.09.2020,19:47:00,108741,115178,107957,108778,2
01.09.2020,19:48:00,113404,115203,108043,112032,29
01.09.2020,19:49:00,111881,115212,107930,111002,20
01.09.2020,19:50:00,114360,115282,108106,112249,30
01.09.2020,19:51:00,112881,115199,108242,113830,97
01.09.2020,19:52:00,113193,115138,107971,113548,64
01.09.2020,19:53:00,111563,115119,107963,115033,66
01.09.2020,19:54:00,114310,115294,108215,112145,67
01.09.2020,19:55:00,112989,115234,108000,111850,92
01.09.2020,19:56:00,115239,115239,107984,108284,38
01.09.2020,19:57:00,113499,115227,107930,111096,40
01.09.2020,19:58:00,111972,115292,108077,113492,34
01.09.2020,19:59:00,114068,115263,107990,113273,16
01.09.2020,20:00:00,113335,115294,107919,113922,22
02.09.2020,10:00:00,113585,115186,108147,111439,17
02.09.2020,10:01:00,108963,115263,107918,108374,23
02.09.2020,10:02:00,114940,115174,107975,111120,95
02.09.2020,10:03:00,111977,115195,108136,114717,2
02.09.2020,10:04:00,108138,115064,107979,110274,17
02.09.2020,10:05:00,111507,115204,108039,108039,12
02.09.2020,10:06:00,109242,115296,107951,108725,76
02.09.2020,10:07:00,114426,115040,108183,112304,62
02.09.2020,10:08:00,110684,115143,108067,112009,27
02.09.2020,10:09:00,108021,115143,107986,109726,38
02.09.2020,10:10:00,114261,115274,108073,110027,88
02.09.2020,10:12:00,113472,115225,107905,110977,3
02.09.2020,10:13:00,114887,115223,108090,110014,41
02.09.2020,10:14:00,113189,115299,107928,114070,66
02.09.2020,10:15:00,114112,115243,108005,114894,16
02.09.2020,10:16:00,111355,115148,107962,113655,52
02.09.2020,10:17:00,109970,115175,108079,111164,17
02.09.2020,10:18:00,114649,115198,107911,112482,96
02.09.2020,10:19:00,112135,115215,107979,111663,74
02.09.2020,10:20:00,109171,114847,108021,110462,18
02.09.2020,10:21:00,108285,115293,107954,109519,89
02.09.2020,10:22:00,114339,115213,107918,109670,32
02.09.2020,10:23:00,108820,115271,108035,113301,14
02.09.2020,10:24:00,108322,115225,108206,110895,92
02.09.2020,10:25:00,111289,115240,108093,110774,98
02.09.2020,10:26:00,109274,115164,108143,114214,92
02.09.2020,10:27:00,111642,115278,107994,113281,31
02.09.2020,10:28:00,108221,115209,107912,108624,66
02.09.2020,10:29:00,114776,115102,108066,109375,31
02.09.2020,10:30:00,112114,114976,107970,108436,30
02.09.2020,10:31:00,114325,115153,108027,112346,18
02.09.2020,10:32:00,113090,115271,107955,110388,35
02.09.2020,10:33:00,111856,115218,108092,112723,28
02.09.2020,10:34:00,110115,115113,107982,110393,31
02.09.2020,10:35:00,109480,115077,107902,112195,47
02.09.2020,10:36:00,108634,115221,107935,115221,14
02.09.2020,10:37:00,109752,115244,107932,112939,1
02.09.2020,10:38:00,110459,115221,108130,113789,73
02.09.2020,10:39:00,108768,115018,108232,110122,52
02.09.2020,10:40:00,107965,115188,107965,112319,60
02.09.2020,10:41:00,109033,115296,108018,115296,72
02.09.2020,10:42:00,113502,115199,107968,107968,72
02.09.2020,10:43:00,111440,115116,108248,108248,11
02.09.2020,10:44:00,111271,115026,108096,110959,33
02.09.2020,10:45:00,108197,115289,107966,109578,23
02.09.2020,10:46:00,110006,115132,107924,115132,62
02.09.2020,10:47:00,109665,115290,108012,108981,32
02.09.2020,10:48:00,111775,115277,108158,110219,84
02.09.2020,10:49:00,112111,115256,107919,113020,72
02.09.2020,10:50:00,114838,115124,108393,108735,46
02.09.2020,10:51:00,112079,115216,108017,114618,38
02.09.2020,10:52:00,109136,114845,108199,111810,95
02.09.2020,10:53:00,115238,115238,107966,110544,70
02.09.2020,10:54:00,109290,115288,107936,111522,26
02.09.2020,10:55:00,114117,115290,107905,114968,74
02.09.2020,10:56:00,114244,115066,108059,114547,31
02.09.2020,10:57:00,110389,115121,108363,109016,69
02.09.2020,10:58:00,113194,115297,108084,113552,68
02.09.2020,10:59:00,108405,115294,108017,110993,81
02.09.2020,11:00:00,113273,115294,107933,109403,34
02.09.2020,11:01:00,108692,115287,107969,110810,81
02.09.2020,11:02:00,112542,115219,108014,108014,53
02.09.2020,11:03:00,114996,115100,107924,110705,68
02.09.2020,11:04:00,109341,115073,108056,108604,54
02.09.2020,11:05:00,112748,114986,108067,110822,93
02.09.2020,11:06:00,113529,115100,108016,115038,31
02.09.2020,11:07:00,109712,115295,108090,111068,19
02.09.2020,11:08:00,113318,115238,108002,111970,80
02.09.2020,11:09:00,114880,115274,107996,108723,56
02.09.2020,11:10:00,111019,115061,108058,109723,48
02.09.2020,11:11:00,108422,115217,107921,112633,27
02.09.2020,11:12:00,111462,115189,107919,113196,98
02.09.2020,11:13:00,109859,115133,107948,110570,97
02.09.2020,11:14:00,114582,115232,107926,115115,76
02.09.2020,11:15:00,113392,115277,108131,108447,87
02.09.2020,11:16:00,114525,115075,107942,109638,82
02.09.2020,11:17:00,111128,115133,108061,110150,42
02.09.2020,11:18:00,110084,115233,107919,113523,87
02.09.2020,11:19:00,109401,115274,108120,112891,36
02.09.2020,11:20:00,110567,115183,107989,111676,7
02.09.2020,11:21:00,108437,115257,107984,109813,84
02.09.2020,11:22:00,109441,115262,107970,109649,91
02.09.2020,11:23:00,113663,115291,107966,113123,88
02.09.2020,11:24:00,115016,115206,108067,108243,22
02.09.2020,11:25:00,111651,115117,108039,111676,95
02.09.2020,11:26:00,108469,115190,107941,111633,15
02.09.2020,11:27:00,108614,115231,108338,110055,53
02.09.2020,11:28:00,108458,115198,107923,107923,91
02.09.2020,11:29:00,115267,115267,108255,111612,1
02.09.2020,11:30:00,108778,115194,107968,111995,19
02.09.2020,11:31:00,109419,115078,108042,111983,75
02.09.2020,11:32:00,112900,115217,108008,108919,39
02.09.2020,11:33:00,108888,115248,107920,112772,83
02.09.2020,11:34:00,114905,115266,107964,114839,66
02.09.2020,11:35:00,115263,115263,107903,112550,72
02.09.2020,11:36:00,113611,115034,107928,112197,29
02.09.2020,11:37:00,110095,115280,108166,112047,97
02.09.2020,11:38:00,110134,115219,107975,112000,88
02.09.2020,11:40:00,114640,115186,107974,114784,91
02.09.2020,11:41:00,111481,114899,108045,109386,94
02.09.2020,11:42:00,113444,115285,108033,108176,12
02.09.2020,11:43:00,109668,115007,107995,112996,46
02.09.2020,11:44:00,113132,115121,107920,110217,23
02.09.2020,11:45:00,110227,115210,107931,115210,92
02.09.2020,11:46:00,110515,114979,108037,113223,34
02.09.2020,11:47:00,109695,115283,107983,108476,12
02.09.2020,11:48:00,112029,115155,107936,110450,11
02.09.2020,11:49:00,114600,115208,107902,110580,9
02.09.2020,11:50:00,112704,115277,107959,109497,39
02.09.2020,11:51:00,110630,115192,108322,109698,17
02.09.2020,11:52:00,110404,115296,108098,115296,33
02.09.2020,11:53:00,108595,115272,107957,109520,12
02.09.2020,11:54:00,109015,115287,107903,113907,40
02.09.2020,11:55:00,114983,115205,107982,114078,12
02.09.2020,11:56:00,112236,115193,108288,109299,38
02.09.2020,11:57:00,109836,115275,108049,114689,92
02.09.2020,11:58:00,109208,115184,107969,113734,57
02.09.2020,11:59:00,113984,115083,107940,111791,73
02.09.2020,12:00:00,113628,115176,108248,109853,8
02.09.2020,12:01:00,113786,114986,108019,112008,10
02.09.2020,12:02:00,112547,115294,108009,112172,5
02.09.2020,12:03:00,111226,115286,108028,113670,11
02.09.2020,12:04:00,114556,115247,108016,109453,29
02.09.2020,12:05:00,108278,115111,108009,113938,57
02.09.2020,12:06:00,108716,115280,107939,112544,10
02.09.2020,12:07:00,108677,115274,107908,113636,69
02.09.2020,12:08:00,111288,115045,107956,114326,98
02.09.2020,12:09:00,111676,115060,107954,110361,30
02.09.2020,12:10:00,114675,115063,107947,112418,20
02.09.2020,12:11:00,115198,115198,108095,113431,52
02.09.2020,12:12:00,109114,115160,107913,108312,12
02.09.2020,12:13:00,113731,115213,107927,108412,82
02.09.2020,12:14:00,109079,115283,108267,108267,67
02.09.2020,12:15:00,110400,115023,108571,113243,96
02.09.2020,12:16:00,111858,115093,108428,110964,57
02.09.2020,12:17:00,108284,114850,108117,108178,45
02.09.2020,12:18:00,115231,115271,108201,112038,70
02.09.2020,12:19:00,113475,115087,107933,113477,5
02.09.2020,12:20:00,113293,115170,108020,114848,17
02.09.2020,12:21:00,113845,115120,108145,114653,76
02.09.2020,12:22:00,112217,115269,107985,108345,95
02.09.2020,12:23:00,113084,115297,108013,108220,97
02.09.2020,12:24:00,114573,115264,108088,110806,18
02.09.2020,12:25:00,108498,115291,107969,113374,82
02.09.2020,12:26:00,112068,115297,108064,112141,64
02.09.2020,12:27:00,108706,115187,107954,113010,89
02.09.2020,12:28:00,114251,114835,107979,112526,2
02.09.2020,12:29:00,108967,115247,108314,114532,3
02.09.2020,12:30:00,112133,115034,107911,113746,78
02.09.2020,12:31:00,115210,115275,107909,110009,45
02.09.2020,12:32:00,112565,115214,107994,113994,67
02.09.2020,12:33:00,109996,115052,107929,109752,7
02.09.2020,12:34:00,115185,115185,107988,110718,88
02.09.2020,12:35:00,109896,115196,108270,111353,6
02.09.2020,12:36:00,111684,115187,108198,111081,75
02.09.2020,12:37:00,113604,115273,107916,114882,49
02.09.2020,12:38:00,109359,115116,107957,111961,72
02.09.2020,12:39:00,109245,114971,107919,113312,18
02.09.2020,12:40:00,111174,115179,108535,112557,33
02.09.2020,12:41:00,110130,115140,108190,112515,6
02.09.2020,12:42:00,110090,115223,108078,112475,85
02.09.2020,12:43:00,112523,115217,107940,110240,35
02.09.2020,12:44:00,108723,115276,107925,109397,36
02.09.2020,12:45:00,110036,115267,107992,109953,57
02.09.2020,12:46:00,109735,115274,107990,114809,47
02.09.2020,12:47:00,113256,115208,108037,112947,28
02.09.2020,12:48:00,108081,115258,108052,113703,8
02.09.2020,12:49:00,112002,115291,107962,108590,68
02.09.2020,12:50:00,113395,115129,108023,111875,36
02.09.2020,12:51:00,112636,115248,108075,114303,72
02.09.2020,12:52:00,114455,115165,107905,111623,11
02.09.2020,12:53:00,113397,115246,107974,111819,38
02.09.2020,12:54:00,111782,115115,107964,108181,66
02.09.2020,12:55:00,110796,115284,107976,114661,87
02.09.2020,12:56:00,114169,115288,108018,109226,10
02.09.2020,12:57:00,108313,115147,108034,114600,19
02.09.2020,12:58:00,112612,115218,107983,113452,98
02.09.2020,12:59:00,114723,115201,108083,109868,12
02.09.2020,13:00:00,114045,115273,108145,108511,40
02.09.2020,13:01:00,108501,115106,108028,109700,11
02.09.2020,13:02:00,113174,115274,108077,113014,8
02.09.2020,13:03:00,111910,115287,107904,112410,12
02.09.2020,13:04:00,113016,114751,107919,110881,15
02.09.2020,13:05:00,111871,115226,108201,109232,96
02.09.2020,13:06:00,114667,114997,108267,108267,73
02.09.2020,13:07:00,111175,115226,107922,108911,87
02.09.2020,13:08:00,109408,115257,107966,113655,72
02.09.2020,13:09:00,111042,115170,107979,110273,16
02.09.2020,13:10:00,109872,115112,107914,113496,15
02.09.2020,13:11:00,111134,115269,108092,108796,28
02.09.2020,13:12:00,113148,115075,107915,113209,74
02.09.2020,13:13:00,110152,115257,108022,113731,26
02.09.2020,13:14:00,111196,114973,107969,112370,93
02.09.2020,13:15:00,108765,115239,108070,110894,93
02.09.2020,13:16:00,112980,115205,107935,109941,7
02.09.2020,13:17:00,113154,114956,107980,114761,42
02.09.2020,13:18:00,109239,114685,108040,109771,49
02.09.2020,13:19:00,108954,115297,108004,115029,94
02.09.2020,13:20:00,109772,115225,107904,108330,34
02.09.2020,13:21:00,115207,115207,107904,111871,47
02.09.2020,13:22:00,108259,115287,107908,110137,60
02.09.2020,13:23:00,111496,115084,107942,111621,5
02.09.2020,13:24:00,108100,115265,107909,110581,60
02.09.2020,13:25:00,113426,115182,108123,113136,56
02.09.2020,13:26:00,112772,115253,107995,111269,25
02.09.2020,13:27:00,113196,115241,107905,113880,80
02.09.2020,13:28:00,113408,115276,108022,112049,20
02.09.2020,13:29:00,109847,115238,107909,112110,55
02.09.2020,13:30:00,114987,115204,108018,112744,25
02.09.2020,13:31:00,110283,115243,107991,109875,82
02.09.2020,13:32:00,114496,115082,108117,113474,78
02.09.2020,13:33:00,111980,115078,107964,110749,24
02.09.2020,13:34:00,108964,115147,108009,108468,49
02.09.2020,13:35:00,112439,115232,107968,115045,56
02.09.2020,13:37:00,114065,115251,107926,114624,74
02.09.2020,13:38:00,108776,115190,108164,112501,13
02.09.2020,13:39:00,114318,115229,107934,112267,3
02.09.2020,13:40:00,115278,115278,108072,115154,88
02.09.2020,13:41:00,113823,115000,108018,109475,27
02.09.2020,13:42:00,113779,115279,107913,112133,55
02.09.2020,13:43:00,111151,115273,107908,114225,39
02.09.2020,13:44:00,112661,115220,107905,113499,82
02.09.2020,13:45:00,108607,115135,108065,110802,63
02.09.2020,13:46:00,108854,115098,107993,112743,8
02.09.2020,13:47:00,110617,115065,107970,108306,63
02.09.2020,13:48:00,114920,115184,108067,112707,55
02.09.2020,13:49:00,112304,115293,108016,109723,36
02.09.2020,13:50:00,110926,115200,107908,108680,37
02.09.2020,13:51:00,114246,115255,108090,114944,18
02.09.2020,13:52:00,111761,115296,107952,111208,4
02.09.2020,13:53:00,112393,115077,108018,110839,67
02.09.2020,13:54:00,111011,115047,108049,110546,12
02.09.2020,13:55:00,108542,115153,107936,112020,63
02.09.2020,13:56:00,112328,115280,108028,115231,69
02.09.2020,13:57:00,110208,115142,107950,112892,2
02.09.2020,13:58:00,114032,115270,107902,111504,26
02.09.2020,13:59:00,110180,115263,108048,114261,57
02.09.2020,14:00:00,109975,115249,107914,112186,77
02.09.2020,14:01:00,108706,115105,108231,111338,41
02.09.2020,14:02:00,111299,115280,108456,111973,48
02.09.2020,14:03:00,110759,115182,107956,111348,21
02.09.2020,14:04:00,110282,115284,107997,114189,95
02.09.2020,14:05:00,114032,115281,107944,114076,95
02.09.2020,14:06:00,108893,114856,108005,109811,59
02.09.2020,14:07:00,115101,115216,108347,109565,7
02.09.2020,14:08:00,112694,115143,107910,110404,55
02.09.2020,14:09:00,112593,115290,108550,114019,75
02.09.2020,14:10:00,113249,115289,108043,112830,26
02.09.2020,14:11:00,109382,114993,108296,109733,46
02.09.2020,14:12:00,112902,115253,107963,110981,54
02.09.2020,14:13:00,114157,115066,107929,110051,33
02.09.2020,14:14:00,108724,115068,107903,111008,54
02.09.2020,14:15:00,111812,114961,107908,112492,63
02.09.2020,14:16:00,112818,115147,107912,112576,93
02.09.2020,14:17:00,111696,115263,108016,114979,42
02.09.2020,14:18:00,114507,115282,107968,111235,37
02.09.2020,14:19:00,110216,115206,107909,110014,26
02.09.2020,14:20:00,115046,115283,108318,108318,41
02.09.2020,14:21:00,110062,115298,108195,111662,48
02.09.2020,14:22:00,108689,115173,107910,113426,12
02.09.2020,14:23:00,111793,115262,108124,109328,20
02.09.2020,14:24:00,112508,115173,107994,109181,42
02.09.2020,14:25:00,108664,114985,107913,113208,25
02.09.2020,14:27:00,111798,115241,108268,113795,54
02.09.2020,14:28:00,110787,115017,107908,107908,68
02.09.2020,14:29:00,109115,115212,108087,108196,47
02.09.2020,14:30:00,109586,115075,108040,114442,36
02.09.2020,14:31:00,111436,115256,107977,108149,23
02.09.2020,14:32:00,114222,114916,107943,111261,80
02.09.2020,14:33:00,108131,115204,108131,112062,21
02.09.2020,14:34:00,111828,115133,107953,108342,69
02.09.2020,14:35:00,110876,115147,107928,114308,9
02.09.2020,14:36:00,115119,115203,107916,113224,56
02.09.2020,14:37:00,114479,115196,108137,108966,98
02.09.2020,14:38:00,112840,115234,108049,112647,11
02.09.2020,14:39:00,108668,114930,108433,110962,25
02.09.2020,14:40:00,113335,115242,107942,108228,48
02.09.2020,14:41:00,113420,115084,107952,108606,63
02.09.2020,14:42:00,114310,115078,107980,115069,89
02.09.2020,14:43:00,113015,115201,107918,109289,76
02.09.2020,14:44:00,112553,115158,108010,110489,82
02.09.2020,14:45:00,113679,115221,108112,108745,2
02.09.2020,14:46:00,111644,115202,107932,108523,40
02.09.2020,14:47:00,112861,114818,108073,108850,36
02.09.2020,14:48:00,113753,115285,107996,109399,16
02.09.2020,14:49:00,113983,115267,107993,109970,6
02.09.2020,14:50:00,110359,115249,108387,114018,85
02.09.2020,14:51:00,113079,115285,107949,110664,91
02.09.2020,14:52:00,114710,115112,107919,111533,65
02.09.2020,14:53:00,112301,115100,108234,111174,37
02.09.2020,14:54:00,112276,115103,108093,111901,58
02.09.2020,14:55:00,114680,115292,108176,108956,8
